cve_id,asset_id,asset_name,asset_type,criticality,internet_exposure,business_impact_score,environment,cvss_score,epss_score,epss_percentile,kev,vulnerability_age_days,severity_encoded,cvss_epss_interaction,kev_epss_interaction,severity,remediation_hours,remediation_type,status
CVE-2014-8597,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,6.1,0.00811,0.54411,0,1654,2.0,0.0494709999999999,0.0,MEDIUM,2.0,Patch,Open
CVE-2014-8597,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,6.1,0.00811,0.54411,0,1654,2.0,0.0494709999999999,0.0,MEDIUM,2.5,Config Change,Open
CVE-2015-10002,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,5.3,0.00204,0.1031,0,1616,2.0,0.010812,0.0,MEDIUM,3.0,Patch,Open
CVE-2015-10002,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,5.3,0.00204,0.1031,0,1616,2.0,0.010812,0.0,MEDIUM,3.0,Config Change,Open
CVE-2015-3298,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,8.8,0.00662,0.49149,0,1614,3.0,0.058256,0.0,HIGH,9.0,Config Change,Open
CVE-2015-3298,ASSET-013,Backup & Recovery Server,Server,MEDIUM,0,6,Production,8.8,0.00662,0.49149,0,1614,3.0,0.058256,0.0,HIGH,3.0,Patch,Open
CVE-2015-3298,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,8.8,0.00662,0.49149,0,1614,3.0,0.058256,0.0,HIGH,4.0,Patch,Open
CVE-2016-1239,ASSET-007,Order Management System,Server,HIGH,0,8,Production,9.8,0.01211,0.66308,0,1653,4.0,0.118678,0.0,CRITICAL,7.0,Patch,Open
CVE-2016-1239,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,9.8,0.01211,0.66308,0,1653,4.0,0.118678,0.0,CRITICAL,36.5,Upgrade,Open
CVE-2016-20013,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,7.5,0.02234,0.81543,0,1653,3.0,0.1675499999999999,0.0,HIGH,13.0,Patch,Open
CVE-2016-2124,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,5.9,0.01752,0.76263,0,1654,2.0,0.103368,0.0,MEDIUM,2.5,Config Change,Open
CVE-2016-2124,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,5.9,0.01752,0.76263,0,1654,2.0,0.103368,0.0,MEDIUM,2.0,Patch,Open
CVE-2016-3735,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,8.1,0.01363,0.69822,0,1674,3.0,0.1104029999999999,0.0,HIGH,6.5,Patch,Open
CVE-2016-3735,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,8.1,0.01363,0.69822,0,1674,3.0,0.1104029999999999,0.0,HIGH,6.0,Patch,Open
CVE-2016-3735,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,8.1,0.01363,0.69822,0,1674,3.0,0.1104029999999999,0.0,HIGH,5.0,Patch,Open
CVE-2016-3735,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,8.1,0.01363,0.69822,0,1674,3.0,0.1104029999999999,0.0,HIGH,4.5,Patch,Open
CVE-2016-3735,ASSET-026,Corporate Email Server,Server,MEDIUM,1,6,Corporate,8.1,0.01363,0.69822,0,1674,3.0,0.1104029999999999,0.0,HIGH,4.5,Patch,Open
CVE-2017-0371,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,7.5,0.01568,0.73576,0,1653,3.0,0.1176,0.0,HIGH,5.0,Config Change,Open
CVE-2017-0371,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,7.5,0.01568,0.73576,0,1653,3.0,0.1176,0.0,HIGH,3.5,Patch,Open
CVE-2017-20011,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,1.0,Workaround,Open
CVE-2017-20011,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,2.0,Config Change,Open
CVE-2017-20011,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,2.0,Config Change,Open
CVE-2017-20011,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,2.0,Config Change,Open
CVE-2017-20011,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,0.5,Workaround,Open
CVE-2017-20011,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,0.5,Workaround,Open
CVE-2017-20011,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,2.8,0.00227,0.13252,0,1615,1.0,0.006356,0.0,LOW,1.0,Workaround,Open
CVE-2017-20012,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,2.8,0.00302,0.22344,0,1615,1.0,0.008456,0.0,LOW,2.5,Config Change,Open
CVE-2017-20012,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,2.8,0.00302,0.22344,0,1615,1.0,0.008456,0.0,LOW,2.0,Config Change,Open
CVE-2017-20012,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,2.8,0.00302,0.22344,0,1615,1.0,0.008456,0.0,LOW,0.5,Workaround,Open
CVE-2017-20012,ASSET-023,Test / QA Server,Server,LOW,0,2,Development,2.8,0.00302,0.22344,0,1615,1.0,0.008456,0.0,LOW,0.5,Workaround,Open
CVE-2017-20013,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,2.8,0.00291,0.21256,0,1615,1.0,0.0081479999999999,0.0,LOW,2.5,Config Change,Open
CVE-2017-20013,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,2.8,0.00291,0.21256,0,1615,1.0,0.0081479999999999,0.0,LOW,1.0,Workaround,Open
CVE-2017-20013,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,2.8,0.00291,0.21256,0,1615,1.0,0.0081479999999999,0.0,LOW,1.5,Config Change,Open
CVE-2017-20013,ASSET-023,Test / QA Server,Server,LOW,0,2,Development,2.8,0.00291,0.21256,0,1615,1.0,0.0081479999999999,0.0,LOW,0.5,Workaround,Open
CVE-2017-20014,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,2.8,0.00261,0.17579,0,1615,1.0,0.0073079999999999,0.0,LOW,2.5,Config Change,Open
CVE-2017-20014,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,2.8,0.00261,0.17579,0,1615,1.0,0.0073079999999999,0.0,LOW,2.5,Config Change,Open
CVE-2017-20014,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,2.8,0.00261,0.17579,0,1615,1.0,0.0073079999999999,0.0,LOW,1.0,Workaround,Open
CVE-2017-20014,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,2.8,0.00261,0.17579,0,1615,1.0,0.0073079999999999,0.0,LOW,1.0,Config Change,Open
CVE-2017-20014,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,2.8,0.00261,0.17579,0,1615,1.0,0.0073079999999999,0.0,LOW,1.0,Config Change,Open
CVE-2017-20014,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,2.8,0.00261,0.17579,0,1615,1.0,0.0073079999999999,0.0,LOW,1.5,Config Change,Open
CVE-2017-20015,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,2.8,0.00262,0.17688,0,1615,1.0,0.007336,0.0,LOW,2.0,Config Change,Open
CVE-2017-20015,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,2.8,0.00262,0.17688,0,1615,1.0,0.007336,0.0,LOW,2.0,Config Change,Open
CVE-2017-20015,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,2.8,0.00262,0.17688,0,1615,1.0,0.007336,0.0,LOW,0.5,Workaround,Open
CVE-2017-20016,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,4.3,0.01462,0.71746,0,1615,2.0,0.0628659999999999,0.0,MEDIUM,3.0,Config Change,Open
CVE-2017-20016,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,4.3,0.01462,0.71746,0,1615,2.0,0.0628659999999999,0.0,MEDIUM,3.0,Patch,Open
CVE-2017-20016,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,4.3,0.01462,0.71746,0,1615,2.0,0.0628659999999999,0.0,MEDIUM,2.0,Config Change,Open
CVE-2018-25029,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,8.1,0.00616,0.47099,0,1667,3.0,0.0498959999999999,0.0,HIGH,4.5,Patch,Open
CVE-2018-25029,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,8.1,0.00616,0.47099,0,1667,3.0,0.0498959999999999,0.0,HIGH,4.0,Patch,Open
CVE-2018-25030,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,3.3,0.00265,0.18133,0,1616,1.0,0.008745,0.0,LOW,1.0,Workaround,Open
CVE-2018-25030,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,3.3,0.00265,0.18133,0,1616,1.0,0.008745,0.0,LOW,0.5,Workaround,Open
CVE-2018-25030,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,3.3,0.00265,0.18133,0,1616,1.0,0.008745,0.0,LOW,1.0,Config Change,Open
CVE-2018-25030,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,3.3,0.00265,0.18133,0,1616,1.0,0.008745,0.0,LOW,0.5,Workaround,Open
CVE-2018-25031,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,4.3,0.42326,0.986,0,1633,2.0,1.820018,0.0,MEDIUM,4.5,Patch,Open
CVE-2018-25032,ASSET-014,Analytics Data Warehouse,Database,MEDIUM,0,6,Production,7.5,0.51733,0.98863,0,1619,3.0,3.879975,0.0,HIGH,2.5,Config Change,Open
CVE-2018-25032,ASSET-019,Staging Database,Database,LOW,0,2,Staging,7.5,0.51733,0.98863,0,1619,3.0,3.879975,0.0,HIGH,1.5,Config Change,Open
CVE-2019-12266,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,7.6,0.01248,0.67257,0,1613,3.0,0.0948479999999999,0.0,HIGH,10.0,Patch,Open
CVE-2019-12266,ASSET-002,Financial Reporting Database,Database,VERY_HIGH,0,9,Production,7.6,0.01248,0.67257,0,1613,3.0,0.0948479999999999,0.0,HIGH,7.5,Patch,Open
CVE-2019-16864,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,8.8,0.07714,0.94183,0,1657,3.0,0.6788320000000001,0.0,HIGH,1.5,Config Change,Open
CVE-2019-16864,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,8.8,0.07714,0.94183,0,1657,3.0,0.6788320000000001,0.0,HIGH,5.0,Patch,Open
CVE-2019-16864,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,8.8,0.07714,0.94183,0,1657,3.0,0.6788320000000001,0.0,HIGH,3.0,Patch,Open
CVE-2019-16864,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,8.8,0.07714,0.94183,0,1657,3.0,0.6788320000000001,0.0,HIGH,4.5,Patch,Open
CVE-2019-25056,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,5.3,0.00858,0.55911,0,1677,2.0,0.045474,0.0,MEDIUM,5.5,Config Change,Open
CVE-2019-25057,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,7.5,0.00798,0.53975,0,1657,3.0,0.0598499999999999,0.0,HIGH,9.0,Patch,Open
CVE-2019-25057,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,7.5,0.00798,0.53975,0,1657,3.0,0.0598499999999999,0.0,HIGH,3.5,Config Change,Open
CVE-2019-25058,ASSET-013,Backup & Recovery Server,Server,MEDIUM,0,6,Production,7.8,0.00378,0.30761,0,1648,3.0,0.029484,0.0,HIGH,3.5,Patch,Open
CVE-2019-25058,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,7.8,0.00378,0.30761,0,1648,3.0,0.029484,0.0,HIGH,3.5,Patch,Open
CVE-2019-25058,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,7.8,0.00378,0.30761,0,1648,3.0,0.029484,0.0,HIGH,14.0,Patch,Open
CVE-2019-4291,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,6.5,0.00446,0.37207,0,1656,2.0,0.02899,0.0,MEDIUM,1.0,Workaround,Open
CVE-2019-4291,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,6.5,0.00446,0.37207,0,1656,2.0,0.02899,0.0,MEDIUM,1.0,Workaround,Open
CVE-2019-4291,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,6.5,0.00446,0.37207,0,1656,2.0,0.02899,0.0,MEDIUM,7.0,Patch,Open
CVE-2019-4351,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,4.6,0.00244,0.15432,0,1656,2.0,0.0112239999999999,0.0,MEDIUM,7.0,Patch,Open
CVE-2019-4352,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,2.4,0.00253,0.16623,0,1656,1.0,0.006072,0.0,LOW,2.5,Config Change,Open
CVE-2019-4352,ASSET-007,Order Management System,Server,HIGH,0,8,Production,2.4,0.00253,0.16623,0,1656,1.0,0.006072,0.0,LOW,2.0,Config Change,Open
CVE-2019-4352,ASSET-015,ML Model Serving API,Server,MEDIUM,0,5,Production,2.4,0.00253,0.16623,0,1656,1.0,0.006072,0.0,LOW,1.5,Config Change,Open
CVE-2019-9564,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,7.5,0.01419,0.70918,0,1613,3.0,0.1064249999999999,0.0,HIGH,4.5,Config Change,Open
CVE-2020-10137,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,6.5,0.00703,0.50769,0,1693,2.0,0.045695,0.0,MEDIUM,3.5,Patch,Open
CVE-2020-10137,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,6.5,0.00703,0.50769,0,1693,2.0,0.045695,0.0,MEDIUM,4.0,Patch,Open
CVE-2020-10137,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,6.5,0.00703,0.50769,0,1693,2.0,0.045695,0.0,MEDIUM,1.5,Config Change,Open
CVE-2020-10632,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,8.8,0.00473,0.39023,0,1647,3.0,0.041624,0.0,HIGH,4.0,Patch,Open
CVE-2020-10632,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,8.8,0.00473,0.39023,0,1647,3.0,0.041624,0.0,HIGH,3.0,Config Change,Open
CVE-2020-10632,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,8.8,0.00473,0.39023,0,1647,3.0,0.041624,0.0,HIGH,19.0,Upgrade,Open
CVE-2020-10632,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,8.8,0.00473,0.39023,0,1647,3.0,0.041624,0.0,HIGH,4.5,Patch,Open
CVE-2020-10635,ASSET-015,ML Model Serving API,Server,MEDIUM,0,5,Production,4.3,0.00342,0.26971,0,1647,2.0,0.0147059999999999,0.0,MEDIUM,2.5,Patch,Open
CVE-2020-10636,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,6.5,0.00278,0.19803,0,1647,2.0,0.01807,0.0,MEDIUM,8.5,Patch,Open
CVE-2020-10636,ASSET-002,Financial Reporting Database,Database,VERY_HIGH,0,9,Production,6.5,0.00278,0.19803,0,1647,2.0,0.01807,0.0,MEDIUM,4.5,Patch,Open
CVE-2020-10636,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,6.5,0.00278,0.19803,0,1647,2.0,0.01807,0.0,MEDIUM,2.0,Workaround,Open
CVE-2020-10636,ASSET-013,Backup & Recovery Server,Server,MEDIUM,0,6,Production,6.5,0.00278,0.19803,0,1647,2.0,0.01807,0.0,MEDIUM,1.0,Workaround,Open
CVE-2020-10636,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,6.5,0.00278,0.19803,0,1647,2.0,0.01807,0.0,MEDIUM,1.0,Workaround,Open
CVE-2020-10636,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,6.5,0.00278,0.19803,0,1647,2.0,0.01807,0.0,MEDIUM,2.0,Config Change,Open
CVE-2020-10640,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,10.0,0.03107,0.86839,0,1647,4.0,0.3107,0.0,CRITICAL,6.5,Patch,Open
CVE-2020-11263,ASSET-010,VPN Gateway,Network,HIGH,1,7,Production,7.3,0.00172,0.06738,0,1700,3.0,0.012556,0.0,HIGH,4.0,Config Change,Open
CVE-2020-11263,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,7.3,0.00172,0.06738,0,1700,3.0,0.012556,0.0,HIGH,2.5,Config Change,Open
CVE-2020-12775,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,9.8,0.02801,0.85463,0,1643,4.0,0.274498,0.0,CRITICAL,40.0,Upgrade,Open
CVE-2020-12775,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,9.8,0.02801,0.85463,0,1643,4.0,0.274498,0.0,CRITICAL,40.0,Upgrade,Open
CVE-2020-12775,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,9.8,0.02801,0.85463,0,1643,4.0,0.274498,0.0,CRITICAL,23.5,Upgrade,Open
CVE-2020-12775,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,9.8,0.02801,0.85463,0,1643,4.0,0.274498,0.0,CRITICAL,38.5,Upgrade,Open
CVE-2020-12775,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,9.8,0.02801,0.85463,0,1643,4.0,0.274498,0.0,CRITICAL,29.0,Upgrade,Open
CVE-2020-12891,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,7.8,0.00254,0.16735,0,1667,3.0,0.019812,0.0,HIGH,3.5,Patch,Open
CVE-2020-12907,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,,,,0,1689,,,,,1.0,Config Change,Open
CVE-2020-12907,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,,,,0,1689,,,,,3.0,Patch,Open
CVE-2020-12908,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12908,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12918,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,,,,0,1689,,,,,2.5,Config Change,Open
CVE-2020-12918,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,,,,0,1689,,,,,1.5,Config Change,Open
CVE-2020-12934,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,,,,0,1689,,,,,4.5,Patch,Open
CVE-2020-12934,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,,,,0,1689,,,,,6.0,Config Change,Open
CVE-2020-12934,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,,,,0,1689,,,,,2.5,Config Change,Open
CVE-2020-12937,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,,,,0,1689,,,,,2.5,Patch,Open
CVE-2020-12938,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,,,,0,1689,,,,,5.5,Patch,Open
CVE-2020-12938,ASSET-013,Backup & Recovery Server,Server,MEDIUM,0,6,Production,,,,0,1689,,,,,1.0,Workaround,Open
CVE-2020-12939,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,,,,0,1689,,,,,1.0,Workaround,Open
CVE-2020-12942,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12942,ASSET-026,Corporate Email Server,Server,MEDIUM,1,6,Corporate,,,,0,1689,,,,,1.0,Workaround,Open
CVE-2020-12943,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12945,ASSET-010,VPN Gateway,Network,HIGH,1,7,Production,,,,0,1689,,,,,3.0,Config Change,Open
CVE-2020-12947,ASSET-007,Order Management System,Server,HIGH,0,8,Production,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12948,ASSET-026,Corporate Email Server,Server,MEDIUM,1,6,Corporate,,,,0,1689,,,,,3.5,Patch,Open
CVE-2020-12949,ASSET-007,Order Management System,Server,HIGH,0,8,Production,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12949,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,,,,0,1689,,,,,7.0,Patch,Open
CVE-2020-12949,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,,,,0,1689,,,,,6.5,Patch,Open
CVE-2020-12950,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,,,,0,1689,,,,,1.0,Workaround,Open
CVE-2020-12950,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,,,,0,1689,,,,,6.0,Patch,Open
CVE-2020-12950,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,,,,0,1689,,,,,4.5,Patch,Open
CVE-2020-12952,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,,,,0,1689,,,,,1.5,Config Change,Open
CVE-2020-12952,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,,,,0,1689,,,,,3.0,Workaround,Open
CVE-2020-12953,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12955,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,,,,0,1689,,,,,3.0,Patch,Open
CVE-2020-12956,ASSET-014,Analytics Data Warehouse,Database,MEDIUM,0,6,Production,,,,0,1689,,,,,1.5,Config Change,Open
CVE-2020-12958,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,,,,0,1689,,,,,2.0,Config Change,Open
CVE-2020-12958,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,,,,0,1689,,,,,3.0,Config Change,Open
CVE-2020-12965,ASSET-010,VPN Gateway,Network,HIGH,1,7,Production,7.5,0.0242,0.82997,0,1667,3.0,0.1815,0.0,HIGH,6.5,Patch,Open
